Component,Timestamp(us),Total Allocated(MB),Total Reserved(MB),Total Active(MB),Device Type
MindSpore+GE,1783301391804411.65,7813.213,16482.304,7813.213,NPU:0
MindSpore,1783301391804428.51,7813.2135,16482.304,7813.2135,NPU:0
MindSpore+GE,1783301391804428.51,7813.2135,16482.304,7813.2135,NPU:0
MindSpore,1783301391804716.1,7813.214,16482.304,7813.214,NPU:0
MindSpore+GE,1783301391804716.1,7813.214,16482.304,7813.214,NPU:0
MindSpore,1783301391804798.06,7813.2135,16482.304,7813.2135,NPU:0
MindSpore+GE,1783301391804798.06,7813.2135,16482.304,7813.2135,NPU:0
MindSpore,1783301391804879.13,7878.75,16482.304,7878.75,NPU:0
MindSpore+GE,1783301391804879.13,7878.75,16482.304,7878.75,NPU:0
MindSpore,1783301391805146.9,7944.2865,16482.304,7944.2865,NPU:0
MindSpore+GE,1783301391805146.9,7944.2865,16482.304,7944.2865,NPU:0
MindSpore,1783301391805416.63,7878.75,16482.304,7878.75,NPU:0
MindSpore+GE,1783301391805416.63,7878.75,16482.304,7878.75,NPU:0
MindSpore,1783301391810422.79,7944.2865,16482.304,7944.2865,NPU:0
MindSpore+GE,1783301391810422.79,7944.2865,16482.304,7944.2865,NPU:0
MindSpore,1783301391810842.99,7878.75,16482.304,7878.75,NPU:0
MindSpore+GE,1783301391810842.99,7878.75,16482.304,7878.75,NPU:0
MindSpore,1783301391810897.57,7944.2865,16482.304,7944.2865,NPU:0
MindSpore+GE,1783301391810897.57,7944.2865,16482.304,7944.2865,NPU:0
MindSpore,1783301391811156.42,7878.75,16482.304,7878.75,NPU:0
MindSpore+GE,1783301391811156.42,7878.75,16482.304,7878.75,NPU:0
MindSpore,1783301391811168.13,7944.2865,16482.304,7944.2865,NPU:0
MindSpore+GE,1783301391811168.13,7944.2865,16482.304,7944.2865,NPU:0
MindSpore,1783301391811413.84,7944.286,16482.304,7944.286,NPU:0
MindSpore+GE,1783301391811413.84,7944.286,16482.304,7944.286,NPU:0
MindSpore,1783301391811417.29,7878.7495,16482.304,7878.7495,NPU:0
MindSpore+GE,1783301391811417.29,7878.7495,16482.304,7878.7495,NPU:0
MindSpore,1783301391811427.14,7944.286,16482.304,7944.286,NPU:0
MindSpore+GE,1783301391811427.14,7944.286,16482.304,7944.286,NPU:0
MindSpore,1783301391811628.29,7878.7495,16482.304,7878.7495,NPU:0
MindSpore+GE,1783301391811628.29,7878.7495,16482.304,7878.7495,NPU:0
MindSpore,1783301391811634.16,7813.213,16482.304,7813.213,NPU:0
MindSpore+GE,1783301391811634.16,7813.213,16482.304,7813.213,NPU:0
MindSpore,1783301391811822.32,7747.6765,16482.304,7747.6765,NPU:0
MindSpore+GE,1783301391811822.32,7747.6765,16482.304,7747.6765,NPU:0
MindSpore,1783301391811877.67,7776.349,16482.304,7776.349,NPU:0
MindSpore+GE,1783301391811877.67,7776.349,16482.304,7776.349,NPU:0
MindSpore,1783301391812066.77,7805.0215,16482.304,7805.0215,NPU:0
MindSpore+GE,1783301391812066.77,7805.0215,16482.304,7805.0215,NPU:0
MindSpore,1783301391812338.45,7805.022,16482.304,7805.022,NPU:0
MindSpore+GE,1783301391812338.45,7805.022,16482.304,7805.022,NPU:0
MindSpore,1783301391812348.18,7805.0225,16482.304,7805.0225,NPU:0
MindSpore+GE,1783301391812348.18,7805.0225,16482.304,7805.0225,NPU:0
MindSpore,1783301391812373.03,7833.695,16482.304,7833.695,NPU:0
MindSpore+GE,1783301391812373.03,7833.695,16482.304,7833.695,NPU:0
MindSpore,1783301391812465.33,7833.6945,16482.304,7833.6945,NPU:0
MindSpore+GE,1783301391812465.33,7833.6945,16482.304,7833.6945,NPU:0
MindSpore,1783301391812657.95,7833.694,16482.304,7833.694,NPU:0
MindSpore+GE,1783301391812657.95,7833.694,16482.304,7833.694,NPU:0
MindSpore,1783301391812667.26,7862.3665,16482.304,7862.3665,NPU:0
MindSpore+GE,1783301391812667.26,7862.3665,16482.304,7862.3665,NPU:0
MindSpore,1783301391812885.76,7833.694,16482.304,7833.694,NPU:0
MindSpore+GE,1783301391812885.76,7833.694,16482.304,7833.694,NPU:0
MindSpore,1783301391812888.81,7805.0215,16482.304,7805.0215,NPU:0
MindSpore+GE,1783301391812888.81,7805.0215,16482.304,7805.0215,NPU:0
MindSpore,1783301391813013.71,7776.349,16482.304,7776.349,NPU:0
MindSpore+GE,1783301391813013.71,7776.349,16482.304,7776.349,NPU:0
MindSpore,1783301391813022.28,7805.0215,16482.304,7805.0215,NPU:0
MindSpore+GE,1783301391813022.28,7805.0215,16482.304,7805.0215,NPU:0
MindSpore,1783301391813100.3,7833.694,16482.304,7833.694,NPU:0
MindSpore+GE,1783301391813100.3,7833.694,16482.304,7833.694,NPU:0
MindSpore,1783301391813271.08,7862.3665,16482.304,7862.3665,NPU:0
MindSpore+GE,1783301391813271.08,7862.3665,16482.304,7862.3665,NPU:0
MindSpore,1783301391817504.61,7862.367,16482.304,7862.367,NPU:0
MindSpore+GE,1783301391817504.61,7862.367,16482.304,7862.367,NPU:0
MindSpore,1783301391817630.89,7891.0395,16482.304,7891.0395,NPU:0
MindSpore+GE,1783301391817630.89,7891.0395,16482.304,7891.0395,NPU:0
MindSpore,1783301391817888.73,7862.367,16482.304,7862.367,NPU:0
MindSpore+GE,1783301391817888.73,7862.367,16482.304,7862.367,NPU:0
MindSpore,1783301391817892.62,7833.6945,16482.304,7833.6945,NPU:0
MindSpore+GE,1783301391817892.62,7833.6945,16482.304,7833.6945,NPU:0
MindSpore,1783301391817895.43,7805.022,16482.304,7805.022,NPU:0
MindSpore+GE,1783301391817895.43,7805.022,16482.304,7805.022,NPU:0
MindSpore,1783301391817897.36,7805.0215,16482.304,7805.0215,NPU:0
MindSpore+GE,1783301391817897.36,7805.0215,16482.304,7805.0215,NPU:0
MindSpore,1783301391817943.17,7776.349,16482.304,7776.349,NPU:0
MindSpore+GE,1783301391817943.17,7776.349,16482.304,7776.349,NPU:0
MindSpore,1783301391817951.84,7776.3495,16482.304,7776.3495,NPU:0
MindSpore+GE,1783301391817951.84,7776.3495,16482.304,7776.3495,NPU:0
MindSpore,1783301391818026.43,7776.35,16482.304,7776.35,NPU:0
MindSpore+GE,1783301391818026.43,7776.35,16482.304,7776.35,NPU:0
MindSpore,1783301391818042.95,7776.3495,16482.304,7776.3495,NPU:0
MindSpore+GE,1783301391818042.95,7776.3495,16482.304,7776.3495,NPU:0
MindSpore,1783301391818057.95,7805.022,16482.304,7805.022,NPU:0
MindSpore+GE,1783301391818057.95,7805.022,16482.304,7805.022,NPU:0
MindSpore,1783301391818234.29,7833.6945,16482.304,7833.6945,NPU:0
MindSpore+GE,1783301391818234.29,7833.6945,16482.304,7833.6945,NPU:0
MindSpore,1783301391818387.62,7805.022,16482.304,7805.022,NPU:0
MindSpore+GE,1783301391818387.62,7805.022,16482.304,7805.022,NPU:0
MindSpore,1783301391818395.73,7833.6945,16482.304,7833.6945,NPU:0
MindSpore+GE,1783301391818395.73,7833.6945,16482.304,7833.6945,NPU:0
MindSpore,1783301391818594.12,7805.022,16482.304,7805.022,NPU:0
MindSpore+GE,1783301391818594.12,7805.022,16482.304,7805.022,NPU:0
MindSpore,1783301391818621.77,7833.6945,16482.304,7833.6945,NPU:0
MindSpore+GE,1783301391818621.77,7833.6945,16482.304,7833.6945,NPU:0
MindSpore,1783301391818802.21,7805.022,16482.304,7805.022,NPU:0
MindSpore+GE,1783301391818802.21,7805.022,16482.304,7805.022,NPU:0
MindSpore,1783301391818811.71,7833.6945,16482.304,7833.6945,NPU:0
MindSpore+GE,1783301391818811.71,7833.6945,16482.304,7833.6945,NPU:0
MindSpore,1783301391819002.28,7833.694,16482.304,7833.694,NPU:0
MindSpore+GE,1783301391819002.28,7833.694,16482.304,7833.694,NPU:0
MindSpore,1783301391819005.38,7805.0215,16482.304,7805.0215,NPU:0
MindSpore+GE,1783301391819005.38,7805.0215,16482.304,7805.0215,NPU:0
MindSpore,1783301391819013.79,7833.694,16482.304,7833.694,NPU:0
MindSpore+GE,1783301391819013.79,7833.694,16482.304,7833.694,NPU:0
MindSpore,1783301391819193.22,7805.0215,16482.304,7805.0215,NPU:0
MindSpore+GE,1783301391819193.22,7805.0215,16482.304,7805.0215,NPU:0
MindSpore,1783301391819196.57,7776.349,16482.304,7776.349,NPU:0
MindSpore+GE,1783301391819196.57,7776.349,16482.304,7776.349,NPU:0
MindSpore,1783301391819316.06,7747.6765,16482.304,7747.6765,NPU:0
MindSpore+GE,1783301391819316.06,7747.6765,16482.304,7747.6765,NPU:0
MindSpore,1783301391819368.12,7753.053,16482.304,7753.053,NPU:0
MindSpore+GE,1783301391819368.12,7753.053,16482.304,7753.053,NPU:0
MindSpore,1783301391819544.05,7758.4295,16482.304,7758.4295,NPU:0
MindSpore+GE,1783301391819544.05,7758.4295,16482.304,7758.4295,NPU:0
MindSpore,1783301391819757.64,7758.43,16482.304,7758.43,NPU:0
MindSpore+GE,1783301391819757.64,7758.43,16482.304,7758.43,NPU:0
MindSpore,1783301391819766.98,7758.4305,16482.304,7758.4305,NPU:0
MindSpore+GE,1783301391819766.98,7758.4305,16482.304,7758.4305,NPU:0
MindSpore,1783301391819796.81,7763.807,16482.304,7763.807,NPU:0
MindSpore+GE,1783301391819796.81,7763.807,16482.304,7763.807,NPU:0
MindSpore,1783301391819928.24,7763.8065,16482.304,7763.8065,NPU:0
MindSpore+GE,1783301391819928.24,7763.8065,16482.304,7763.8065,NPU:0
MindSpore,1783301391820152.51,7763.806,16482.304,7763.806,NPU:0
MindSpore+GE,1783301391820152.51,7763.806,16482.304,7763.806,NPU:0
MindSpore,1783301391820161.61,7769.1825,16482.304,7769.1825,NPU:0
MindSpore+GE,1783301391820161.61,7769.1825,16482.304,7769.1825,NPU:0
MindSpore,1783301391820391.7,7763.806,16482.304,7763.806,NPU:0
MindSpore+GE,1783301391820391.7,7763.806,16482.304,7763.806,NPU:0
MindSpore,1783301391820395,7758.4295,16482.304,7758.4295,NPU:0
MindSpore+GE,1783301391820395,7758.4295,16482.304,7758.4295,NPU:0
MindSpore,1783301391820575.57,7753.053,16482.304,7753.053,NPU:0
MindSpore+GE,1783301391820575.57,7753.053,16482.304,7753.053,NPU:0
MindSpore,1783301391820585.81,7758.4295,16482.304,7758.4295,NPU:0
MindSpore+GE,1783301391820585.81,7758.4295,16482.304,7758.4295,NPU:0
MindSpore,1783301391820642.61,7763.806,16482.304,7763.806,NPU:0
MindSpore+GE,1783301391820642.61,7763.806,16482.304,7763.806,NPU:0
MindSpore,1783301391820798.32,7769.1825,16482.304,7769.1825,NPU:0
MindSpore+GE,1783301391820798.32,7769.1825,16482.304,7769.1825,NPU:0
MindSpore,1783301391824777.06,7769.183,16482.304,7769.183,NPU:0
MindSpore+GE,1783301391824777.06,7769.183,16482.304,7769.183,NPU:0
MindSpore,1783301391824886.04,7774.5595,16482.304,7774.5595,NPU:0
MindSpore+GE,1783301391824886.04,7774.5595,16482.304,7774.5595,NPU:0
MindSpore,1783301391825097.93,7769.183,16482.304,7769.183,NPU:0
MindSpore+GE,1783301391825097.93,7769.183,16482.304,7769.183,NPU:0
MindSpore,1783301391825103.35,7763.8065,16482.304,7763.8065,NPU:0
MindSpore+GE,1783301391825103.35,7763.8065,16482.304,7763.8065,NPU:0
MindSpore,1783301391825105.69,7758.43,16482.304,7758.43,NPU:0
MindSpore+GE,1783301391825105.69,7758.43,16482.304,7758.43,NPU:0
MindSpore,1783301391825107.37,7758.4295,16482.304,7758.4295,NPU:0
MindSpore+GE,1783301391825107.37,7758.4295,16482.304,7758.4295,NPU:0
MindSpore,1783301391825172.03,7753.053,16482.304,7753.053,NPU:0
MindSpore+GE,1783301391825172.03,7753.053,16482.304,7753.053,NPU:0
MindSpore,1783301391825181.14,7753.0535,16482.304,7753.0535,NPU:0
MindSpore+GE,1783301391825181.14,7753.0535,16482.304,7753.0535,NPU:0
MindSpore,1783301391825269.88,7753.054,16482.304,7753.054,NPU:0
MindSpore+GE,1783301391825269.88,7753.054,16482.304,7753.054,NPU:0
MindSpore,1783301391825284.89,7753.0535,16482.304,7753.0535,NPU:0
MindSpore+GE,1783301391825284.89,7753.0535,16482.304,7753.0535,NPU:0
MindSpore,1783301391825290.45,7758.43,16482.304,7758.43,NPU:0
MindSpore+GE,1783301391825290.45,7758.43,16482.304,7758.43,NPU:0
MindSpore,1783301391825436.98,7763.8065,16482.304,7763.8065,NPU:0
MindSpore+GE,1783301391825436.98,7763.8065,16482.304,7763.8065,NPU:0
MindSpore,1783301391825634.18,7758.43,16482.304,7758.43,NPU:0
MindSpore+GE,1783301391825634.18,7758.43,16482.304,7758.43,NPU:0
MindSpore,1783301391825642.62,7763.8065,16482.304,7763.8065,NPU:0
MindSpore+GE,1783301391825642.62,7763.8065,16482.304,7763.8065,NPU:0
MindSpore,1783301391825829.26,7758.43,16482.304,7758.43,NPU:0
MindSpore+GE,1783301391825829.26,7758.43,16482.304,7758.43,NPU:0
MindSpore,1783301391825838.27,7763.8065,16482.304,7763.8065,NPU:0
MindSpore+GE,1783301391825838.27,7763.8065,16482.304,7763.8065,NPU:0
MindSpore,1783301391826065.32,7758.43,16482.304,7758.43,NPU:0
MindSpore+GE,1783301391826065.32,7758.43,16482.304,7758.43,NPU:0
MindSpore,1783301391826073.32,7763.8065,16482.304,7763.8065,NPU:0
MindSpore+GE,1783301391826073.32,7763.8065,16482.304,7763.8065,NPU:0
MindSpore,1783301391826278.04,7763.806,16482.304,7763.806,NPU:0
MindSpore+GE,1783301391826278.04,7763.806,16482.304,7763.806,NPU:0
MindSpore,1783301391826280.62,7758.4295,16482.304,7758.4295,NPU:0
MindSpore+GE,1783301391826280.62,7758.4295,16482.304,7758.4295,NPU:0
MindSpore,1783301391826288.39,7763.806,16482.304,7763.806,NPU:0
MindSpore+GE,1783301391826288.39,7763.806,16482.304,7763.806,NPU:0
MindSpore,1783301391826447.44,7758.4295,16482.304,7758.4295,NPU:0
MindSpore+GE,1783301391826447.44,7758.4295,16482.304,7758.4295,NPU:0
MindSpore,1783301391826450.79,7753.053,16482.304,7753.053,NPU:0
MindSpore+GE,1783301391826450.79,7753.053,16482.304,7753.053,NPU:0
MindSpore,1783301391826618.53,7747.6765,16482.304,7747.6765,NPU:0
MindSpore+GE,1783301391826618.53,7747.6765,16482.304,7747.6765,NPU:0
MindSpore,1783301391826672.95,7845.981,16482.304,7845.981,NPU:0
MindSpore+GE,1783301391826672.95,7845.981,16482.304,7845.981,NPU:0
MindSpore,1783301391826804.47,7944.2855,16482.304,7944.2855,NPU:0
MindSpore+GE,1783301391826804.47,7944.2855,16482.304,7944.2855,NPU:0
MindSpore,1783301391827054.47,7944.286,16482.304,7944.286,NPU:0
MindSpore+GE,1783301391827054.47,7944.286,16482.304,7944.286,NPU:0
MindSpore,1783301391827063.33,7944.2865,16482.304,7944.2865,NPU:0
MindSpore+GE,1783301391827063.33,7944.2865,16482.304,7944.2865,NPU:0
MindSpore,1783301391827087.31,8042.591,16482.304,8042.591,NPU:0
MindSpore+GE,1783301391827087.31,8042.591,16482.304,8042.591,NPU:0
MindSpore,1783301391827291.23,8042.5905,16482.304,8042.5905,NPU:0
MindSpore+GE,1783301391827291.23,8042.5905,16482.304,8042.5905,NPU:0
MindSpore,1783301391827443.91,8042.59,16482.304,8042.59,NPU:0
MindSpore+GE,1783301391827443.91,8042.59,16482.304,8042.59,NPU:0
MindSpore,1783301391827453.11,8140.8945,16482.304,8140.8945,NPU:0
MindSpore+GE,1783301391827453.11,8140.8945,16482.304,8140.8945,NPU:0
MindSpore,1783301391827646.41,8042.59,16482.304,8042.59,NPU:0
MindSpore+GE,1783301391827646.41,8042.59,16482.304,8042.59,NPU:0
MindSpore,1783301391827649.97,7944.2855,16482.304,7944.2855,NPU:0
MindSpore+GE,1783301391827649.97,7944.2855,16482.304,7944.2855,NPU:0
MindSpore,1783301391827833.77,7845.981,16482.304,7845.981,NPU:0
MindSpore+GE,1783301391827833.77,7845.981,16482.304,7845.981,NPU:0
MindSpore,1783301391827843.28,7944.2855,16482.304,7944.2855,NPU:0
MindSpore+GE,1783301391827843.28,7944.2855,16482.304,7944.2855,NPU:0
MindSpore,1783301391827909.58,8042.59,16482.304,8042.59,NPU:0
MindSpore+GE,1783301391827909.58,8042.59,16482.304,8042.59,NPU:0
MindSpore,1783301391828113.68,8140.8945,16482.304,8140.8945,NPU:0
MindSpore+GE,1783301391828113.68,8140.8945,16482.304,8140.8945,NPU:0
MindSpore,1783301391832036.38,8140.895,16482.304,8140.895,NPU:0
MindSpore+GE,1783301391832036.38,8140.895,16482.304,8140.895,NPU:0
MindSpore,1783301391832140.32,8239.1995,16482.304,8239.1995,NPU:0
MindSpore+GE,1783301391832140.32,8239.1995,16482.304,8239.1995,NPU:0
MindSpore,1783301391832327.15,8140.895,16482.304,8140.895,NPU:0
MindSpore+GE,1783301391832327.15,8140.895,16482.304,8140.895,NPU:0
MindSpore,1783301391832330.42,8042.5905,16482.304,8042.5905,NPU:0
MindSpore+GE,1783301391832330.42,8042.5905,16482.304,8042.5905,NPU:0
MindSpore,1783301391832332.23,7944.286,16482.304,7944.286,NPU:0
MindSpore+GE,1783301391832332.23,7944.286,16482.304,7944.286,NPU:0
MindSpore,1783301391832333.88,7944.2855,16482.304,7944.2855,NPU:0
MindSpore+GE,1783301391832333.88,7944.2855,16482.304,7944.2855,NPU:0
MindSpore,1783301391832366.4,7845.981,16482.304,7845.981,NPU:0
MindSpore+GE,1783301391832366.4,7845.981,16482.304,7845.981,NPU:0
MindSpore,1783301391832375.32,7845.9815,16482.304,7845.9815,NPU:0
MindSpore+GE,1783301391832375.32,7845.9815,16482.304,7845.9815,NPU:0
MindSpore,1783301391832465.86,7845.982,16482.304,7845.982,NPU:0
MindSpore+GE,1783301391832465.86,7845.982,16482.304,7845.982,NPU:0
MindSpore,1783301391832491,7845.9815,16482.304,7845.9815,NPU:0
MindSpore+GE,1783301391832491,7845.9815,16482.304,7845.9815,NPU:0
MindSpore,1783301391832496.87,7944.286,16482.304,7944.286,NPU:0
MindSpore+GE,1783301391832496.87,7944.286,16482.304,7944.286,NPU:0
MindSpore,1783301391832669.54,8042.5905,16482.304,8042.5905,NPU:0
MindSpore+GE,1783301391832669.54,8042.5905,16482.304,8042.5905,NPU:0
MindSpore,1783301391832861.78,7944.286,16482.304,7944.286,NPU:0
MindSpore+GE,1783301391832861.78,7944.286,16482.304,7944.286,NPU:0
MindSpore,1783301391832870.97,8042.5905,16482.304,8042.5905,NPU:0
MindSpore+GE,1783301391832870.97,8042.5905,16482.304,8042.5905,NPU:0
MindSpore,1783301391833077.98,7944.286,16482.304,7944.286,NPU:0
MindSpore+GE,1783301391833077.98,7944.286,16482.304,7944.286,NPU:0
MindSpore,1783301391833086.81,8042.5905,16482.304,8042.5905,NPU:0
MindSpore+GE,1783301391833086.81,8042.5905,16482.304,8042.5905,NPU:0
MindSpore,1783301391833265.5,7944.286,16482.304,7944.286,NPU:0
MindSpore+GE,1783301391833265.5,7944.286,16482.304,7944.286,NPU:0
MindSpore,1783301391833274.26,8042.5905,16482.304,8042.5905,NPU:0
MindSpore+GE,1783301391833274.26,8042.5905,16482.304,8042.5905,NPU:0
MindSpore,1783301391833493.82,8042.59,16482.304,8042.59,NPU:0
MindSpore+GE,1783301391833493.82,8042.59,16482.304,8042.59,NPU:0
MindSpore,1783301391833496.87,7944.2855,16482.304,7944.2855,NPU:0
MindSpore+GE,1783301391833496.87,7944.2855,16482.304,7944.2855,NPU:0
MindSpore,1783301391833505.28,8042.59,16482.304,8042.59,NPU:0
MindSpore+GE,1783301391833505.28,8042.59,16482.304,8042.59,NPU:0
MindSpore,1783301391833648.3,7944.2855,16482.304,7944.2855,NPU:0
MindSpore+GE,1783301391833648.3,7944.2855,16482.304,7944.2855,NPU:0
MindSpore,1783301391833651.53,7845.981,16482.304,7845.981,NPU:0
MindSpore+GE,1783301391833651.53,7845.981,16482.304,7845.981,NPU:0
MindSpore,1783301391833794.53,7747.6765,16482.304,7747.6765,NPU:0
MindSpore+GE,1783301391833794.53,7747.6765,16482.304,7747.6765,NPU:0
MindSpore,1783301391833848.64,7749.469,16482.304,7749.469,NPU:0
MindSpore+GE,1783301391833848.64,7749.469,16482.304,7749.469,NPU:0
MindSpore,1783301391833996.23,7751.2615,16482.304,7751.2615,NPU:0
MindSpore+GE,1783301391833996.23,7751.2615,16482.304,7751.2615,NPU:0
MindSpore,1783301391834247.16,7751.262,16482.304,7751.262,NPU:0
MindSpore+GE,1783301391834247.16,7751.262,16482.304,7751.262,NPU:0
MindSpore,1783301391834255.37,7751.2625,16482.304,7751.2625,NPU:0
MindSpore+GE,1783301391834255.37,7751.2625,16482.304,7751.2625,NPU:0
MindSpore,1783301391834275.78,7753.055,16482.304,7753.055,NPU:0
MindSpore+GE,1783301391834275.78,7753.055,16482.304,7753.055,NPU:0
MindSpore,1783301391834333.94,7753.0545,16482.304,7753.0545,NPU:0
MindSpore+GE,1783301391834333.94,7753.0545,16482.304,7753.0545,NPU:0
MindSpore,1783301391834539.69,7753.054,16482.304,7753.054,NPU:0
MindSpore+GE,1783301391834539.69,7753.054,16482.304,7753.054,NPU:0
MindSpore,1783301391834558.76,7754.8465,16482.304,7754.8465,NPU:0
MindSpore+GE,1783301391834558.76,7754.8465,16482.304,7754.8465,NPU:0
MindSpore,1783301391834750.27,7753.054,16482.304,7753.054,NPU:0
MindSpore+GE,1783301391834750.27,7753.054,16482.304,7753.054,NPU:0
MindSpore,1783301391834753.76,7751.2615,16482.304,7751.2615,NPU:0
MindSpore+GE,1783301391834753.76,7751.2615,16482.304,7751.2615,NPU:0
MindSpore,1783301391834899.25,7749.469,16482.304,7749.469,NPU:0
MindSpore+GE,1783301391834899.25,7749.469,16482.304,7749.469,NPU:0
MindSpore,1783301391834908.81,7751.2615,16482.304,7751.2615,NPU:0
MindSpore+GE,1783301391834908.81,7751.2615,16482.304,7751.2615,NPU:0
MindSpore,1783301391834976.58,7753.054,16482.304,7753.054,NPU:0
MindSpore+GE,1783301391834976.58,7753.054,16482.304,7753.054,NPU:0
MindSpore,1783301391835150.38,7754.8465,16482.304,7754.8465,NPU:0
MindSpore+GE,1783301391835150.38,7754.8465,16482.304,7754.8465,NPU:0
MindSpore,1783301391839070.28,7754.847,16482.304,7754.847,NPU:0
MindSpore+GE,1783301391839070.28,7754.847,16482.304,7754.847,NPU:0
MindSpore,1783301391839196.94,7756.6395,16482.304,7756.6395,NPU:0
MindSpore+GE,1783301391839196.94,7756.6395,16482.304,7756.6395,NPU:0
MindSpore,1783301391839357.1,7754.847,16482.304,7754.847,NPU:0
MindSpore+GE,1783301391839357.1,7754.847,16482.304,7754.847,NPU:0
MindSpore,1783301391839360.5,7753.0545,16482.304,7753.0545,NPU:0
MindSpore+GE,1783301391839360.5,7753.0545,16482.304,7753.0545,NPU:0
MindSpore,1783301391839362.34,7751.262,16482.304,7751.262,NPU:0
MindSpore+GE,1783301391839362.34,7751.262,16482.304,7751.262,NPU:0
MindSpore,1783301391839364.03,7751.2615,16482.304,7751.2615,NPU:0
MindSpore+GE,1783301391839364.03,7751.2615,16482.304,7751.2615,NPU:0
MindSpore,1783301391839397.93,7749.469,16482.304,7749.469,NPU:0
MindSpore+GE,1783301391839397.93,7749.469,16482.304,7749.469,NPU:0
MindSpore,1783301391839406.35,7749.4695,16482.304,7749.4695,NPU:0
MindSpore+GE,1783301391839406.35,7749.4695,16482.304,7749.4695,NPU:0
MindSpore,1783301391839453.93,7749.47,16482.304,7749.47,NPU:0
MindSpore+GE,1783301391839453.93,7749.47,16482.304,7749.47,NPU:0
MindSpore,1783301391839468.4,7749.4695,16482.304,7749.4695,NPU:0
MindSpore+GE,1783301391839468.4,7749.4695,16482.304,7749.4695,NPU:0
MindSpore,1783301391839474.09,7751.262,16482.304,7751.262,NPU:0
MindSpore+GE,1783301391839474.09,7751.262,16482.304,7751.262,NPU:0
MindSpore,1783301391839640.03,7753.0545,16482.304,7753.0545,NPU:0
MindSpore+GE,1783301391839640.03,7753.0545,16482.304,7753.0545,NPU:0
MindSpore,1783301391839788.53,7751.262,16482.304,7751.262,NPU:0
MindSpore+GE,1783301391839788.53,7751.262,16482.304,7751.262,NPU:0
MindSpore,1783301391839797.63,7753.0545,16482.304,7753.0545,NPU:0
MindSpore+GE,1783301391839797.63,7753.0545,16482.304,7753.0545,NPU:0
MindSpore,1783301391840002.82,7751.262,16482.304,7751.262,NPU:0
MindSpore+GE,1783301391840002.82,7751.262,16482.304,7751.262,NPU:0
MindSpore,1783301391840012.36,7753.0545,16482.304,7753.0545,NPU:0
MindSpore+GE,1783301391840012.36,7753.0545,16482.304,7753.0545,NPU:0
MindSpore,1783301391840187.47,7751.262,16482.304,7751.262,NPU:0
MindSpore+GE,1783301391840187.47,7751.262,16482.304,7751.262,NPU:0
MindSpore,1783301391840195.85,7753.0545,16482.304,7753.0545,NPU:0
MindSpore+GE,1783301391840195.85,7753.0545,16482.304,7753.0545,NPU:0
MindSpore,1783301391840367.03,7753.054,16482.304,7753.054,NPU:0
MindSpore+GE,1783301391840367.03,7753.054,16482.304,7753.054,NPU:0
MindSpore,1783301391840369.6,7751.2615,16482.304,7751.2615,NPU:0
MindSpore+GE,1783301391840369.6,7751.2615,16482.304,7751.2615,NPU:0
MindSpore,1783301391840377.53,7753.054,16482.304,7753.054,NPU:0
MindSpore+GE,1783301391840377.53,7753.054,16482.304,7753.054,NPU:0
MindSpore,1783301391840532.04,7751.2615,16482.304,7751.2615,NPU:0
MindSpore+GE,1783301391840532.04,7751.2615,16482.304,7751.2615,NPU:0
MindSpore,1783301391840535.54,7749.469,16482.304,7749.469,NPU:0
MindSpore+GE,1783301391840535.54,7749.469,16482.304,7749.469,NPU:0
MindSpore,1783301391840651.51,7747.6765,16482.304,7747.6765,NPU:0
MindSpore+GE,1783301391840651.51,7747.6765,16482.304,7747.6765,NPU:0
MindSpore,1783301391840710.6,7769.181,16482.304,7769.181,NPU:0
MindSpore+GE,1783301391840710.6,7769.181,16482.304,7769.181,NPU:0
MindSpore,1783301391840851.44,7790.6855,16482.304,7790.6855,NPU:0
MindSpore+GE,1783301391840851.44,7790.6855,16482.304,7790.6855,NPU:0
MindSpore,1783301391841093.74,7790.686,16482.304,7790.686,NPU:0
MindSpore+GE,1783301391841093.74,7790.686,16482.304,7790.686,NPU:0
MindSpore,1783301391841102.19,7790.6865,16482.304,7790.6865,NPU:0
MindSpore+GE,1783301391841102.19,7790.6865,16482.304,7790.6865,NPU:0
MindSpore,1783301391841128.12,7812.191,16482.304,7812.191,NPU:0
MindSpore+GE,1783301391841128.12,7812.191,16482.304,7812.191,NPU:0
MindSpore,1783301391841179.3,7812.1905,16482.304,7812.1905,NPU:0
MindSpore+GE,1783301391841179.3,7812.1905,16482.304,7812.1905,NPU:0
MindSpore,1783301391841358.78,7812.19,16482.304,7812.19,NPU:0
MindSpore+GE,1783301391841358.78,7812.19,16482.304,7812.19,NPU:0
MindSpore,1783301391841367.49,7833.6945,16482.304,7833.6945,NPU:0
MindSpore+GE,1783301391841367.49,7833.6945,16482.304,7833.6945,NPU:0
MindSpore,1783301391841590.23,7812.19,16482.304,7812.19,NPU:0
MindSpore+GE,1783301391841590.23,7812.19,16482.304,7812.19,NPU:0
MindSpore,1783301391841593.05,7790.6855,16482.304,7790.6855,NPU:0
MindSpore+GE,1783301391841593.05,7790.6855,16482.304,7790.6855,NPU:0
MindSpore,1783301391841750.39,7769.181,16482.304,7769.181,NPU:0
MindSpore+GE,1783301391841750.39,7769.181,16482.304,7769.181,NPU:0
MindSpore,1783301391841760.06,7790.6855,16482.304,7790.6855,NPU:0
