Component,Timestamp(us),Total Allocated(MB),Total Reserved(MB),Total Active(MB),Device Type
MindSpore,1783301383542203.87,7435.835,7751.68,8297.5685,NPU:0
MindSpore+GE,1783301383542203.87,7435.835,7751.68,8297.5685,NPU:0
MindSpore,1783301383542294.88,7436.3475,7751.68,8298.081,NPU:0
MindSpore+GE,1783301383542294.88,7436.3475,7751.68,8298.081,NPU:0
MindSpore,1783301383542394.84,7436.861,7751.68,8298.5945,NPU:0
MindSpore+GE,1783301383542394.84,7436.861,7751.68,8298.5945,NPU:0
MindSpore,1783301383542403.17,7436.3475,7751.68,8298.081,NPU:0
MindSpore+GE,1783301383542403.17,7436.3475,7751.68,8298.081,NPU:0
MindSpore,1783301383542555.28,7436.604,7751.68,8298.3375,NPU:0
MindSpore+GE,1783301383542555.28,7436.604,7751.68,8298.3375,NPU:0
MindSpore,1783301383542620.26,7436.0915,7751.68,8297.825,NPU:0
MindSpore+GE,1783301383542620.26,7436.0915,7751.68,8297.825,NPU:0
MindSpore,1783301383542701.02,7438.14,7751.68,8299.8735,NPU:0
MindSpore+GE,1783301383542701.02,7438.14,7751.68,8299.8735,NPU:0
MindSpore,1783301383542803.98,7439.933,7751.68,8301.6665,NPU:0
MindSpore+GE,1783301383542803.98,7439.933,7751.68,8301.6665,NPU:0
MindSpore,1783301383542822.06,7438.14,7751.68,8299.8735,NPU:0
MindSpore+GE,1783301383542822.06,7438.14,7751.68,8299.8735,NPU:0
MindSpore,1783301383542831.94,7437.8835,7751.68,8299.617,NPU:0
MindSpore+GE,1783301383542831.94,7437.8835,7751.68,8299.617,NPU:0
MindSpore,1783301383572933.61,7437.884,7751.68,8299.6175,NPU:0
MindSpore+GE,1783301383572933.61,7437.884,7751.68,8299.6175,NPU:0
MindSpore,1783301383572953.71,7437.8845,7751.68,8299.618,NPU:0
MindSpore+GE,1783301383572953.71,7437.8845,7751.68,8299.618,NPU:0
MindSpore,1783301383572960.42,7437.885,7751.68,8299.6185,NPU:0
MindSpore+GE,1783301383572960.42,7437.885,7751.68,8299.6185,NPU:0
MindSpore,1783301383572975.12,7437.8895,7751.68,8299.623,NPU:0
MindSpore+GE,1783301383572975.12,7437.8895,7751.68,8299.623,NPU:0
MindSpore,1783301384844348.54,7437.889,7751.68,8299.6225,NPU:0
MindSpore+GE,1783301384844348.54,7437.889,7751.68,8299.6225,NPU:0
MindSpore,1783301384844416.21,7437.8885,7751.68,8299.622,NPU:0
MindSpore+GE,1783301384844416.21,7437.8885,7751.68,8299.622,NPU:0
MindSpore,1783301384844534.04,7568.961,7751.68,8430.6945,NPU:0
MindSpore+GE,1783301384844534.04,7568.961,7751.68,8430.6945,NPU:0
MindSpore,1783301384844542.31,7569.4735,7751.68,8431.207,NPU:0
MindSpore+GE,1783301384844542.31,7569.4735,7751.68,8431.207,NPU:0
MindSpore,1783301384848414.25,7603.778,7751.68,8465.5115,NPU:0
MindSpore+GE,1783301384848414.25,7603.778,7751.68,8465.5115,NPU:0
MindSpore,1783301384848435.82,7569.4735,7751.68,8431.207,NPU:0
MindSpore+GE,1783301384848435.82,7569.4735,7751.68,8431.207,NPU:0
MindSpore,1783301384848470.67,7569.469,7751.68,8431.2025,NPU:0
MindSpore+GE,1783301384848470.67,7569.469,7751.68,8431.2025,NPU:0
MindSpore,1783301385213401.19,7569.4685,7751.68,8431.202,NPU:0
MindSpore+GE,1783301385213401.19,7569.4685,7751.68,8431.202,NPU:0
MindSpore,1783301385214382.67,7585.853,7751.68,8447.5865,NPU:0
MindSpore+GE,1783301385214382.67,7585.853,7751.68,8447.5865,NPU:0
MindSpore,1783301385214754.11,7602.2385,7751.68,8463.972,NPU:0
MindSpore+GE,1783301385214754.11,7602.2385,7751.68,8463.972,NPU:0
MindSpore,1783301385214782.71,7585.853,7751.68,8447.5865,NPU:0
MindSpore+GE,1783301385214782.71,7585.853,7751.68,8447.5865,NPU:0
MindSpore,1783301385214810.94,7618.6215,7751.68,8480.355,NPU:0
MindSpore+GE,1783301385214810.94,7618.6215,7751.68,8480.355,NPU:0
MindSpore,1783301385215194.32,7602.237,7751.68,8463.9705,NPU:0
MindSpore+GE,1783301385215194.32,7602.237,7751.68,8463.9705,NPU:0
MindSpore,1783301385215299.02,7602.7495,7751.68,8464.483,NPU:0
MindSpore+GE,1783301385215299.02,7602.7495,7751.68,8464.483,NPU:0
MindSpore,1783301385215393.61,7603.262,7751.68,8464.9955,NPU:0
MindSpore+GE,1783301385215393.61,7603.262,7751.68,8464.9955,NPU:0
MindSpore,1783301385215439.53,7602.7495,7751.68,8464.483,NPU:0
MindSpore+GE,1783301385215439.53,7602.7495,7751.68,8464.483,NPU:0
MindSpore,1783301385215472.19,7603.262,7751.68,8464.9955,NPU:0
MindSpore+GE,1783301385215472.19,7603.262,7751.68,8464.9955,NPU:0
MindSpore,1783301385215500.28,7603.7745,7751.68,8465.508,NPU:0
MindSpore+GE,1783301385215500.28,7603.7745,7751.68,8465.508,NPU:0
MindSpore,1783301385215557.4,7603.262,7751.68,8464.9955,NPU:0
MindSpore+GE,1783301385215557.4,7603.262,7751.68,8464.9955,NPU:0
MindSpore,1783301385215570.61,7603.7745,7751.68,8465.508,NPU:0
MindSpore+GE,1783301385215570.61,7603.7745,7751.68,8465.508,NPU:0
MindSpore,1783301385215681.37,7603.262,7751.68,8464.9955,NPU:0
MindSpore+GE,1783301385215681.37,7603.262,7751.68,8464.9955,NPU:0
MindSpore,1783301385215877.13,7619.6465,7751.68,8481.38,NPU:0
MindSpore+GE,1783301385215877.13,7619.6465,7751.68,8481.38,NPU:0
MindSpore,1783301385215903.45,7636.0315,7751.68,8497.765,NPU:0
MindSpore+GE,1783301385215903.45,7636.0315,7751.68,8497.765,NPU:0
MindSpore,1783301385215914.73,7619.6465,7751.68,8481.38,NPU:0
MindSpore+GE,1783301385215914.73,7619.6465,7751.68,8481.38,NPU:0
MindSpore,1783301385215963.31,7652.415,7751.68,8514.1485,NPU:0
MindSpore+GE,1783301385215963.31,7652.415,7751.68,8514.1485,NPU:0
MindSpore,1783301385215976.26,7668.8,7751.68,8530.5335,NPU:0
MindSpore+GE,1783301385215976.26,7668.8,7751.68,8530.5335,NPU:0
MindSpore,1783301385215981.28,7652.415,7751.68,8514.1485,NPU:0
MindSpore+GE,1783301385215981.28,7652.415,7751.68,8514.1485,NPU:0
MindSpore,1783301385215987.49,7636.0305,7751.68,8497.764,NPU:0
MindSpore+GE,1783301385215987.49,7636.0305,7751.68,8497.764,NPU:0
MindSpore,1783301385215996.33,7668.799,7751.68,8530.5325,NPU:0
MindSpore+GE,1783301385215996.33,7668.799,7751.68,8530.5325,NPU:0
MindSpore,1783301385216056.81,7701.5675,7751.68,8563.301,NPU:0
MindSpore+GE,1783301385216056.81,7701.5675,7751.68,8563.301,NPU:0
MindSpore,1783301385217246.27,7734.336,7768.064,8596.0695,NPU:0
MindSpore+GE,1783301385217246.27,7734.336,7768.064,8596.0695,NPU:0
MindSpore,1783301385217255.72,7701.5675,7768.064,8563.301,NPU:0
MindSpore+GE,1783301385217255.72,7701.5675,7768.064,8563.301,NPU:0
MindSpore,1783301385217287.6,7668.799,7768.064,8530.5325,NPU:0
MindSpore+GE,1783301385217287.6,7668.799,7768.064,8530.5325,NPU:0
MindSpore,1783301385217300.82,7636.0305,7768.064,8497.764,NPU:0
MindSpore+GE,1783301385217300.82,7636.0305,7768.064,8497.764,NPU:0
MindSpore,1783301385217305.74,7603.262,7768.064,8464.9955,NPU:0
MindSpore+GE,1783301385217305.74,7603.262,7768.064,8464.9955,NPU:0
MindSpore,1783301385217415.51,7636.0305,7768.064,8497.764,NPU:0
MindSpore+GE,1783301385217415.51,7636.0305,7768.064,8497.764,NPU:0
MindSpore,1783301385217452.34,7668.8,7768.064,8530.5335,NPU:0
MindSpore+GE,1783301385217452.34,7668.8,7768.064,8530.5335,NPU:0
MindSpore,1783301385217461.49,7636.0305,7768.064,8497.764,NPU:0
MindSpore+GE,1783301385217461.49,7636.0305,7768.064,8497.764,NPU:0
MindSpore,1783301385217546.41,7652.415,7768.064,8514.1485,NPU:0
MindSpore+GE,1783301385217546.41,7652.415,7768.064,8514.1485,NPU:0
MindSpore,1783301385217585.89,7619.6465,7768.064,8481.38,NPU:0
MindSpore+GE,1783301385217585.89,7619.6465,7768.064,8481.38,NPU:0
MindSpore,1783301385224315.06,7750.719,7899.136,8612.4525,NPU:0
MindSpore+GE,1783301385224315.06,7750.719,7899.136,8612.4525,NPU:0
MindSpore,1783301385230222.65,7865.408,8013.824,8727.1415,NPU:0
MindSpore+GE,1783301385230222.65,7865.408,8013.824,8727.1415,NPU:0
MindSpore,1783301385230243.55,7750.719,8013.824,8612.4525,NPU:0
MindSpore+GE,1783301385230243.55,7750.719,8013.824,8612.4525,NPU:0
MindSpore,1783301385230259.05,7734.3345,8013.824,8596.068,NPU:0
MindSpore+GE,1783301385230259.05,7734.3345,8013.824,8596.068,NPU:0
MindSpore,1783301385237599.61,7996.479,8161.28,8858.2125,NPU:0
MindSpore+GE,1783301385237599.61,7996.479,8161.28,8858.2125,NPU:0
MindSpore,1783301385247211.44,8127.5535,8292.352,8989.287,NPU:0
MindSpore+GE,1783301385247211.44,8127.5535,8292.352,8989.287,NPU:0
MindSpore,1783301385247234.13,7996.479,8292.352,8858.2125,NPU:0
MindSpore+GE,1783301385247234.13,7996.479,8292.352,8858.2125,NPU:0
MindSpore,1783301385248308.44,8062.0155,8292.352,8923.749,NPU:0
MindSpore+GE,1783301385248308.44,8062.0155,8292.352,8923.749,NPU:0
MindSpore,1783301385281197.68,8127.552,8292.352,8989.2855,NPU:0
MindSpore+GE,1783301385281197.68,8127.552,8292.352,8989.2855,NPU:0
MindSpore,1783301385281886.58,8127.554,8292.352,8989.2875,NPU:0
MindSpore+GE,1783301385281886.58,8127.554,8292.352,8989.2875,NPU:0
MindSpore,1783301385281912.17,8127.552,8292.352,8989.2855,NPU:0
MindSpore+GE,1783301385281912.17,8127.552,8292.352,8989.2855,NPU:0
MindSpore,1783301385284575.8,8156.2245,8292.352,9017.958,NPU:0
MindSpore+GE,1783301385284575.8,8156.2245,8292.352,9017.958,NPU:0
MindSpore,1783301385284778.82,8188.993,8292.352,9050.7265,NPU:0
MindSpore+GE,1783301385284778.82,8188.993,8292.352,9050.7265,NPU:0
MindSpore,1783301385285416.76,8186.9445,8292.352,9048.678,NPU:0
MindSpore+GE,1783301385285416.76,8186.9445,8292.352,9048.678,NPU:0
MindSpore,1783301385285459.42,8194.113,8292.352,9055.8465,NPU:0
MindSpore+GE,1783301385285459.42,8194.113,8292.352,9055.8465,NPU:0
MindSpore,1783301385285512.55,8193.6005,8292.352,9055.334,NPU:0
MindSpore+GE,1783301385285512.55,8193.6005,8292.352,9055.334,NPU:0
MindSpore,1783301385285633.72,8062.528,8292.352,8924.2615,NPU:0
MindSpore+GE,1783301385285633.72,8062.528,8292.352,8924.2615,NPU:0
MindSpore,1783301385285642.76,7996.9915,8292.352,8858.725,NPU:0
MindSpore+GE,1783301385285642.76,7996.9915,8292.352,8858.725,NPU:0
MindSpore,1783301385285650.37,7931.455,8292.352,8793.1885,NPU:0
MindSpore+GE,1783301385285650.37,7931.455,8292.352,8793.1885,NPU:0
MindSpore,1783301385286222.25,7951.936,8292.352,8813.6695,NPU:0
MindSpore+GE,1783301385286222.25,7951.936,8292.352,8813.6695,NPU:0
MindSpore,1783301385286243.07,7931.455,8292.352,8793.1885,NPU:0
MindSpore+GE,1783301385286243.07,7931.455,8292.352,8793.1885,NPU:0
MindSpore,1783301385286259.34,7945.7915,8292.352,8807.525,NPU:0
MindSpore+GE,1783301385286259.34,7945.7915,8292.352,8807.525,NPU:0
MindSpore,1783301385286435.88,7938.623,8292.352,8800.3565,NPU:0
MindSpore+GE,1783301385286435.88,7938.623,8292.352,8800.3565,NPU:0
MindSpore,1783301385286445.79,7945.7915,8292.352,8807.525,NPU:0
MindSpore+GE,1783301385286445.79,7945.7915,8292.352,8807.525,NPU:0
MindSpore,1783301385286615.82,7931.455,8292.352,8793.1885,NPU:0
MindSpore+GE,1783301385286615.82,7931.455,8292.352,8793.1885,NPU:0
MindSpore,1783301385286626.03,7938.6235,8292.352,8800.357,NPU:0
MindSpore+GE,1783301385286626.03,7938.6235,8292.352,8800.357,NPU:0
MindSpore,1783301385292858.6,7945.792,8292.352,8807.5255,NPU:0
MindSpore+GE,1783301385292858.6,7945.792,8292.352,8807.5255,NPU:0
MindSpore,1783301385292885.76,7945.8005,8292.352,8807.534,NPU:0
MindSpore+GE,1783301385292885.76,7945.8005,8292.352,8807.534,NPU:0
MindSpore,1783301385292930.5,7962.185,8292.352,8823.9185,NPU:0
MindSpore+GE,1783301385292930.5,7962.185,8292.352,8823.9185,NPU:0
MindSpore,1783301385292944.27,7945.8005,8292.352,8807.534,NPU:0
MindSpore+GE,1783301385292944.27,7945.8005,8292.352,8807.534,NPU:0
MindSpore,1783301385293085.31,7945.793,8292.352,8807.5265,NPU:0
MindSpore+GE,1783301385293085.31,7945.793,8292.352,8807.5265,NPU:0
MindSpore,1783301385293460.35,7967.2975,8292.352,8829.031,NPU:0
MindSpore+GE,1783301385293460.35,7967.2975,8292.352,8829.031,NPU:0
MindSpore,1783301385293699.08,7991.874,8292.352,8853.6075,NPU:0
MindSpore+GE,1783301385293699.08,7991.874,8292.352,8853.6075,NPU:0
MindSpore,1783301385294007.85,8012.355,8292.352,8874.0885,NPU:0
MindSpore+GE,1783301385294007.85,8012.355,8292.352,8874.0885,NPU:0
MindSpore,1783301385294022.94,7991.874,8292.352,8853.6075,NPU:0
MindSpore+GE,1783301385294022.94,7991.874,8292.352,8853.6075,NPU:0
MindSpore,1783301385294156.57,8004.1625,8292.352,8865.896,NPU:0
MindSpore+GE,1783301385294156.57,8004.1625,8292.352,8865.896,NPU:0
MindSpore,1783301385297347.58,8016.4515,8292.352,8878.185,NPU:0
MindSpore+GE,1783301385297347.58,8016.4515,8292.352,8878.185,NPU:0
MindSpore,1783301385297369.29,8004.1625,8292.352,8865.896,NPU:0
MindSpore+GE,1783301385297369.29,8004.1625,8292.352,8865.896,NPU:0
MindSpore,1783301385297388.22,8016.451,8292.352,8878.1845,NPU:0
MindSpore+GE,1783301385297388.22,8016.451,8292.352,8878.1845,NPU:0
MindSpore,1783301385298492.62,8028.74,8292.352,8890.4735,NPU:0
MindSpore+GE,1783301385298492.62,8028.74,8292.352,8890.4735,NPU:0
MindSpore,1783301385298502.58,8016.451,8292.352,8878.1845,NPU:0
MindSpore+GE,1783301385298502.58,8016.451,8292.352,8878.1845,NPU:0
MindSpore,1783301385298871.4,8027.2035,8292.352,8888.937,NPU:0
MindSpore+GE,1783301385298871.4,8027.2035,8292.352,8888.937,NPU:0
MindSpore,1783301385299081.95,8034.372,8292.352,8896.1055,NPU:0
MindSpore+GE,1783301385299081.95,8034.372,8292.352,8896.1055,NPU:0
MindSpore,1783301385299185.78,8027.2035,8292.352,8888.937,NPU:0
MindSpore+GE,1783301385299185.78,8027.2035,8292.352,8888.937,NPU:0
MindSpore,1783301385299348.12,8047.6845,8292.352,8909.418,NPU:0
MindSpore+GE,1783301385299348.12,8047.6845,8292.352,8909.418,NPU:0
MindSpore,1783301385299361.3,8027.2035,8292.352,8888.937,NPU:0
MindSpore+GE,1783301385299361.3,8027.2035,8292.352,8888.937,NPU:0
MindSpore,1783301385299376.81,8034.372,8292.352,8896.1055,NPU:0
MindSpore+GE,1783301385299376.81,8034.372,8292.352,8896.1055,NPU:0
MindSpore,1783301385299506.15,8027.2035,8292.352,8888.937,NPU:0
MindSpore+GE,1783301385299506.15,8027.2035,8292.352,8888.937,NPU:0
MindSpore,1783301385299574.57,7896.131,8292.352,8757.8645,NPU:0
MindSpore+GE,1783301385299574.57,7896.131,8292.352,8757.8645,NPU:0
MindSpore,1783301385299598.71,7838.7865,8292.352,8700.52,NPU:0
MindSpore+GE,1783301385299598.71,7838.7865,8292.352,8700.52,NPU:0
MindSpore,1783301385299641.37,7828.034,8292.352,8689.7675,NPU:0
MindSpore+GE,1783301385299641.37,7828.034,8292.352,8689.7675,NPU:0
MindSpore,1783301385299677.36,7631.4255,8292.352,8493.159,NPU:0
MindSpore+GE,1783301385299677.36,7631.4255,8292.352,8493.159,NPU:0
MindSpore,1783301385299696.52,7627.841,8292.352,8489.5745,NPU:0
MindSpore+GE,1783301385299696.52,7627.841,8292.352,8489.5745,NPU:0
MindSpore,1783301385299713.41,7584.8325,8292.352,8446.566,NPU:0
MindSpore+GE,1783301385299713.41,7584.8325,8292.352,8446.566,NPU:0
MindSpore,1783301385299732.13,7563.328,8292.352,8425.0615,NPU:0
MindSpore+GE,1783301385299732.13,7563.328,8292.352,8425.0615,NPU:0
MindSpore,1783301385301078,7563.3355,8292.352,8425.069,NPU:0
MindSpore+GE,1783301385301078,7563.3355,8292.352,8425.069,NPU:0
MindSpore,1783301385303121.13,7563.336,8292.352,8425.081,NPU:0
MindSpore+GE,1783301385303121.13,7563.336,8292.352,8425.081,NPU:0
MindSpore,1783301385303662.18,7563.3385,8292.352,8425.0845,NPU:0
MindSpore+GE,1783301385303662.18,7563.3385,8292.352,8425.0845,NPU:0
MindSpore,1783301385304170.08,7563.345,8292.352,8425.095,NPU:0
MindSpore+GE,1783301385304170.08,7563.345,8292.352,8425.095,NPU:0
MindSpore,1783301385304689.38,7563.3475,8292.352,8425.1075,NPU:0
MindSpore+GE,1783301385304689.38,7563.3475,8292.352,8425.1075,NPU:0
MindSpore,1783301385305212.17,7563.355,8292.352,8425.119,NPU:0
MindSpore+GE,1783301385305212.17,7563.355,8292.352,8425.119,NPU:0
MindSpore,1783301385305649.06,7563.3835,8292.352,8425.159,NPU:0
MindSpore+GE,1783301385305649.06,7563.3835,8292.352,8425.159,NPU:0
MindSpore,1783301385306318.57,7563.386,8292.352,8425.2045,NPU:0
MindSpore+GE,1783301385306318.57,7563.386,8292.352,8425.2045,NPU:0
MindSpore,1783301385306964.42,7563.3865,8292.352,8425.205,NPU:0
MindSpore+GE,1783301385306964.42,7563.3865,8292.352,8425.205,NPU:0
MindSpore,1783301385307443.48,7563.387,8292.352,8425.2055,NPU:0
MindSpore+GE,1783301385307443.48,7563.387,8292.352,8425.2055,NPU:0
MindSpore,1783301385307772.67,7694.4595,8292.352,8556.278,NPU:0
MindSpore+GE,1783301385307772.67,7694.4595,8292.352,8556.278,NPU:0
MindSpore,1783301385308251.66,7694.716,8292.352,8753.1435,NPU:0
MindSpore+GE,1783301385308251.66,7694.716,8292.352,8753.1435,NPU:0
MindSpore,1783301385308736.9,7698.3005,8292.352,8757.113,NPU:0
MindSpore+GE,1783301385308736.9,7698.3005,8292.352,8757.113,NPU:0
MindSpore,1783301385309188.05,7701.885,8292.352,8766.0745,NPU:0
MindSpore+GE,1783301385309188.05,7701.885,8292.352,8766.0745,NPU:0
MindSpore,1783301385309635.78,7759.2295,8292.352,8828.796,NPU:0
MindSpore+GE,1783301385309635.78,7759.2295,8292.352,8828.796,NPU:0
MindSpore,1783301385310077.51,7769.982,8292.352,8925.5655,NPU:0
MindSpore+GE,1783301385310077.51,7769.982,8292.352,8925.5655,NPU:0
MindSpore,1783301385310524.28,7966.5905,8292.352,9138.303,NPU:0
MindSpore+GE,1783301385310524.28,7966.5905,8292.352,9138.303,NPU:0
MindSpore,1783301385311003.35,7970.175,8292.352,9436.8005,NPU:0
MindSpore+GE,1783301385311003.35,7970.175,8292.352,9436.8005,NPU:0
MindSpore,1783301385311448.32,8027.5195,8292.352,9499.522,NPU:0
MindSpore+GE,1783301385311448.32,8027.5195,8292.352,9499.522,NPU:0
MindSpore,1783301385311921.12,8056.192,8292.352,9614.2115,NPU:0
MindSpore+GE,1783301385311921.12,8056.192,8292.352,9614.2115,NPU:0
MindSpore,1783301385312366.53,8070.5285,8292.352,9671.557,NPU:0
MindSpore+GE,1783301385312366.53,8070.5285,8292.352,9671.557,NPU:0
MindSpore,1783301385312822.18,8077.697,8292.352,9700.2305,NPU:0
MindSpore+GE,1783301385312822.18,8077.697,8292.352,9700.2305,NPU:0
MindSpore,1783301385327254.12,8084.8655,8292.352,8856.4185,NPU:0
MindSpore+GE,1783301385327254.12,8084.8655,8292.352,8856.4185,NPU:0
MindSpore,1783301385327274.34,8084.874,8292.352,8856.427,NPU:0
MindSpore+GE,1783301385327274.34,8084.874,8292.352,8856.427,NPU:0
MindSpore,1783301385327299.62,8101.2585,8292.352,8872.8115,NPU:0
MindSpore+GE,1783301385327299.62,8101.2585,8292.352,8872.8115,NPU:0
MindSpore,1783301385327314.31,8084.874,8292.352,8856.427,NPU:0
MindSpore+GE,1783301385327314.31,8084.874,8292.352,8856.427,NPU:0
MindSpore,1783301385327413.62,8084.8665,8292.352,8856.4195,NPU:0
MindSpore+GE,1783301385327413.62,8084.8665,8292.352,8856.4195,NPU:0
MindSpore,1783301385327987.56,8090.243,8292.352,8861.796,NPU:0
MindSpore+GE,1783301385327987.56,8090.243,8292.352,8861.796,NPU:0
MindSpore,1783301385328150.44,8096.3875,8292.352,8867.9405,NPU:0
MindSpore+GE,1783301385328150.44,8096.3875,8292.352,8867.9405,NPU:0
MindSpore,1783301385329338.39,8102.532,8292.352,8874.085,NPU:0
MindSpore+GE,1783301385329338.39,8102.532,8292.352,8874.085,NPU:0
MindSpore,1783301385329341.67,8102.5405,8292.352,8874.0935,NPU:0
MindSpore+GE,1783301385329341.67,8102.5405,8292.352,8874.0935,NPU:0
MindSpore,1783301385329357.91,8118.925,8292.352,8890.478,NPU:0
MindSpore+GE,1783301385329357.91,8118.925,8292.352,8890.478,NPU:0
MindSpore,1783301385329400.44,8102.5405,8292.352,8874.0935,NPU:0
MindSpore+GE,1783301385329400.44,8102.5405,8292.352,8874.0935,NPU:0
MindSpore,1783301385329488.04,8102.534,8292.352,8874.087,NPU:0
MindSpore+GE,1783301385329488.04,8102.534,8292.352,8874.087,NPU:0
MindSpore,1783301385329692,8200.8385,8292.352,8972.3915,NPU:0
MindSpore+GE,1783301385329692,8200.8385,8292.352,8972.3915,NPU:0
MindSpore,1783301385335989.05,8331.911,8423.424,9103.464,NPU:0
MindSpore+GE,1783301385335989.05,8331.911,8423.424,9103.464,NPU:0
MindSpore,1783301385336038.72,8352.392,8423.424,9123.945,NPU:0
MindSpore+GE,1783301385336038.72,8352.392,8423.424,9123.945,NPU:0
MindSpore,1783301385336051.93,8331.911,8423.424,9103.464,NPU:0
MindSpore+GE,1783301385336051.93,8331.911,8423.424,9103.464,NPU:0
MindSpore,1783301385398585.01,8594.0555,8685.568,9365.6085,NPU:0
MindSpore+GE,1783301385398585.01,8594.0555,8685.568,9365.6085,NPU:0
MindSpore,1783301385398703.7,8462.983,8685.568,9234.536,NPU:0
MindSpore+GE,1783301385398703.7,8462.983,8685.568,9234.536,NPU:0
MindSpore,1783301385411047.9,8725.1275,8947.712,9496.6805,NPU:0
MindSpore+GE,1783301385411047.9,8725.1275,8947.712,9496.6805,NPU:0
MindSpore,1783301385411058.73,8725.64,8947.712,9497.193,NPU:0
MindSpore+GE,1783301385411058.73,8725.64,8947.712,9497.193,NPU:0
MindSpore,1783301385411092.09,8742.0245,8947.712,9513.5775,NPU:0
MindSpore+GE,1783301385411092.09,8742.0245,8947.712,9513.5775,NPU:0
MindSpore,1783301385411106.14,8725.64,8947.712,9497.193,NPU:0
MindSpore+GE,1783301385411106.14,8725.64,8947.712,9497.193,NPU:0
MindSpore,1783301385411128.11,8856.7125,8947.712,9628.2655,NPU:0
MindSpore+GE,1783301385411128.11,8856.7125,8947.712,9628.2655,NPU:0
MindSpore,1783301385411677.65,8594.568,8947.712,9366.121,NPU:0
MindSpore+GE,1783301385411677.65,8594.568,8947.712,9366.121,NPU:0
MindSpore,1783301385411920.74,8596.3605,8947.712,9367.9135,NPU:0
MindSpore+GE,1783301385411920.74,8596.3605,8947.712,9367.9135,NPU:0
MindSpore,1783301385412224.7,8598.409,8947.712,9369.962,NPU:0
MindSpore+GE,1783301385412224.7,8598.409,8947.712,9369.962,NPU:0
MindSpore,1783301385413464.46,8600.4575,8947.712,9372.0105,NPU:0
MindSpore+GE,1783301385413464.46,8600.4575,8947.712,9372.0105,NPU:0
MindSpore,1783301385413468.54,8600.466,8947.712,9372.019,NPU:0
MindSpore+GE,1783301385413468.54,8600.466,8947.712,9372.019,NPU:0
MindSpore,1783301385413487.19,8616.8505,8947.712,9388.4035,NPU:0
MindSpore+GE,1783301385413487.19,8616.8505,8947.712,9388.4035,NPU:0
MindSpore,1783301385413501.33,8600.466,8947.712,9372.019,NPU:0
MindSpore+GE,1783301385413501.33,8600.466,8947.712,9372.019,NPU:0
MindSpore,1783301385413699.31,8600.4635,8947.712,9372.0165,NPU:0
MindSpore+GE,1783301385413699.31,8600.4635,8947.712,9372.0165,NPU:0
MindSpore,1783301385414245.07,8600.472,8947.712,9372.025,NPU:0
MindSpore+GE,1783301385414245.07,8600.472,8947.712,9372.025,NPU:0
MindSpore,1783301385414384.16,8600.4805,8947.712,9372.0335,NPU:0
MindSpore+GE,1783301385414384.16,8600.4805,8947.712,9372.0335,NPU:0
MindSpore,1783301385414463.89,8600.472,8947.712,9372.025,NPU:0
MindSpore+GE,1783301385414463.89,8600.472,8947.712,9372.025,NPU:0
